cardId,name,cardSet,type,rarity,text,playerClass,locale,mechanics,faction,health,collectible,img,imgGold,attack,race,cost,flavor,artist,howToGet,howToGetGold,durability,elite
CS2_072,Backstab,Basic,Spell,Free,Deal $2 damage to an undamaged minion.,Rogue,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_072.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_072_premium.gif,,,0,"It's funny how often yelling ""Look over there!"" gets your opponent to turn around.",Michael Sutfin,Unlocked at Level 1.,Unlocked at Level 36.,,
EX1_169,Innervate,Basic,Spell,Free,Gain 2 Mana Crystals this turn only.,Druid,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_169.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_169_premium.gif,,,0,"Some druids still have flashbacks from strangers yelling ""Innervate me!!"" at them.",Doug Alexander,Unlocked at Level 1.,Unlocked at Level 36.,,
CS2_008,Moonfire,Basic,Spell,Free,Deal $1 damage.,Druid,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_008.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_008_premium.gif,,,0,"""Cast Moonfire, and never stop."" - How to Be a Druid, Chapter 5, Section 3",Richard Wright,Unlocked at Level 6.,Unlocked at Level 40.,,
NEW1_003,Sacrificial Pact,Basic,Spell,Free,Destroy a Demon. Restore #5 Health to your hero.,Warlock,enUS, ,,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_003.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_003_premium.gif,,,0,This is the reason that Demons never really become friends with Warlocks.,Jim Nelson,Unlocked at Level 8.,Unlocked at Level 15.,,
EX1_244,Totemic Might,Basic,Spell,Free,Give your Totems +2_Health.,Shaman,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_244.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_244_premium.gif,,,0,Totem-stomping is no longer recommended.,Trent Kaniuga,Unlocked at Level 6.,Unlocked at Level 28.,,
EX1_277,Arcane Missiles,Basic,Spell,Free,Deal $3 damage randomly split among all enemies.,Mage,enUS,ImmuneToSpellpower,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_277.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_277_premium.gif,,,1,You'd think you'd be able to control your missiles a little better since you're a powerful mage and all.,Warren Mahy,Unlocked at Level 1.,Unlocked at Level 32.,,
DS1_185,Arcane Shot,Basic,Spell,Free,Deal $2 damage.,Hunter,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/DS1_185.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/DS1_185_premium.gif,,,1,"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession.",Luca Zontini,Unlocked at Level 1.,Unlocked at Level 32.,,
CS2_087,Blessing of Might,Basic,Spell,Free,Give a minion +3_Attack.,Paladin,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_087.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_087_premium.gif,,,1,"""As in, you MIGHT want to get out of my way."" - Toad Mackle, recently buffed.",Zoltan Boros,Unlocked at Level 1.,Unlocked at Level 45.,,
CS2_103,Charge,Basic,Spell,Free,Give a friendly minion <b>Charge</b>. It can't attack heroes this turn.,Warrior,enUS,Charge,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_103.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_103_premium.gif,,,1,"""Guys! Guys! Slow down!"" - some kind of non-warrior minion",Alex Horley Orlandelli,Unlocked at Level 1.,Unlocked at Level 23.,,
CS2_005,Claw,Basic,Spell,Free,Give your hero +2_Attack this turn. Gain 2 Armor.,Druid,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_005.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_005_premium.gif,,,1,The claw decides who will stay and who will go.,Dany Orizio,Unlocked at Level 1.,Unlocked at Level 32.,,
CS2_063,Corruption,Basic,Spell,Free,"Choose an enemy minion. At the start of your turn, destroy it.",Warlock,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_063.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_063_premium.gif,,,1,"It starts with stealing a pen from work, and before you know it, BOOM!  Corrupted!",Wayne Reynolds,Unlocked at Level 2.,Unlocked at Level 32.,,
CS2_074,Deadly Poison,Basic,Spell,Free,Give your weapon +2_Attack.,Rogue,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_074.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_074_premium.gif,,,1,"Rogues guard the secrets to poison-making carefully, lest magi start incorporating poison into their spells.  Poisonbolt? Rain of Poison?  Poison Elemental?  Nobody wants that.",Trevor Jacobs,Unlocked at Level 1.,Unlocked at Level 43.,,
CS2_189,Elven Archer,Basic,Minion,Free,<b>Battlecry:</b> Deal 1 damage.,Neutral,enUS,Battlecry,Horde,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_189.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_189_premium.gif,1,,1,Don't bother asking her out on a date.  She'll shoot you down.,Steve Prescott,,Unlocked at Druid Level 57.,,
CS2_037,Frost Shock,Basic,Spell,Free,Deal $1 damage to an enemy character and <b>Freeze</b> it.,Shaman,enUS,Freeze,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_037.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_037_premium.gif,,,1,FROST SHOCK!,Alex Horley Orlandelli,Unlocked at Level 1.,Unlocked at Level 32.,,
CS1_042,Goldshire Footman,Basic,Minion,Free,<b>Taunt</b>,Neutral,enUS,Taunt,Alliance,2,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS1_042.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS1_042_premium.gif,1,,1,"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago.",Donato Giancola,,Unlocked at Paladin Level 57.,,
EX1_508,Grimscale Oracle,Basic,Minion,Free,Your other Murlocs have +1 Attack.,Neutral,enUS, ,Neutral,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_508.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_508_premium.gif,1,Murloc,1,These are the brainy murlocs.  It turns out that doesn’t mean much.,Phil Saunders,,Unlocked at Warlock Level 53.,,
EX1_371,Hand of Protection,Basic,Spell,Free,Give a minion <b>Divine Shield</b>.,Paladin,enUS,Divine Shield,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_371.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_371_premium.gif,,,1,"This spell has been renamed so many times, even paladins don’t know what it should be called anymore.",Clint Langley,Unlocked at Level 1.,Unlocked at Level 23.,,
CS1_130,Holy Smite,Basic,Spell,Free,Deal $2 damage.,Priest,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS1_130.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS1_130_premium.gif,,,1,It doesn't matter how pious you are.  Everyone needs a good smiting now and again.,Steve Ellis,Unlocked at Level 1.,Unlocked at Level 23.,,
EX1_360,Humility,Basic,Spell,Free,Change a minion's Attack to 1.,Paladin,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_360.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_360_premium.gif,,,1,"This card makes something really damp.  Oh wait.  That's ""Humidity.""",Daren Bader,Unlocked at Level 6.,Unlocked at Level 28.,,
CS2_084,Hunter's Mark,Basic,Spell,Free,Change a minion's Health to 1.,Hunter,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_084.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_084_premium.gif,,,1,Never play 'Hide and Go Seek' with a Hunter.,Jimmy Lo,Unlocked at Level 6.,Unlocked at Level 40.,,
CS2_091,Light's Justice,Basic,Weapon,Free,,Paladin,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_091.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_091_premium.gif,1,,1,Prince Malchezaar was a collector of rare weapons. He'd animate them and have them dance for him.,Glenn Rane,Unlocked at Level 1.,Unlocked at Level 36.,4,
CS2_003,Mind Vision,Basic,Spell,Free,Put a copy of a random card in your opponent's hand into your hand.,Priest,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_003.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_003_premium.gif,,,1,I see what you did there.,Michael Komarck,Unlocked at Level 4.,Unlocked at Level 32.,,
CS2_027,Mirror Image,Basic,Spell,Free,Summon two 0/2 minions with <b>Taunt</b>.,Mage,enUS,Taunt,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_027.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_027_premium.gif,,,1,Oh hey it's Mirror Image! !egamI rorriM s'ti yeh hO,Jim Nelson,Unlocked at Level 4.,Unlocked at Level 36.,,
EX1_302,Mortal Coil,Basic,Spell,Free,"Deal $1 damage to a minion. If that kills it, draw a card.",Warlock,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_302.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_302_premium.gif,,,1,"If your spells look like horrifying skulls, let's be honest, you should get to draw some cards.",Matt Gaser,Unlocked at Level 4.,Unlocked at Level 43.,,
CS2_168,Murloc Raider,Basic,Minion,Free,,Neutral,enUS, ,Alliance,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_168.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_168_premium.gif,2,Murloc,1,"Mrrraggglhlhghghlgh, mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!",Dan Scott,,Unlocked at Priest Level 51.,,
CS2_235,Northshire Cleric,Basic,Minion,Free,"Whenever a minion is healed, draw a card.",Priest,enUS, ,,3,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_235.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_235_premium.gif,1,,1,They help the downtrodden and distressed.  Also they sell cookies.,Terese Nielsen,Unlocked at Level 1.,Unlocked at Level 40.,,
CS2_004,Power Word: Shield,Basic,Spell,Free,Give a minion +2_Health.\nDraw a card.,Priest,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_004.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_004_premium.gif,,,1,"Sure the extra protection is nice, but the shield really reduces visibility.",Jessica Jung,Unlocked at Level 1.,Unlocked at Level 47.,,
CS2_075,Sinister Strike,Basic,Spell,Free,Deal $3 damage to the_enemy hero.,Rogue,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_075.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_075_premium.gif,,,1,"There's something about this strike that just feels off.  Sinister, even.",Frank Cho,Unlocked at Level 1.,Unlocked at Level 15.,,
EX1_308,Soulfire,Basic,Spell,Free,[x]Deal $4 damage.\nDiscard a random card.,Warlock,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_308.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_308_premium.gif,,,1,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,Raymond Swanland,Unlocked at Level 6.,Unlocked at Level 28.,,
CS2_171,Stonetusk Boar,Basic,Minion,Free,<b>Charge</b>,Neutral,enUS,Charge,Neutral,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_171.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_171_premium.gif,1,Beast,1,This card is boaring.,Howard Lyon,,Unlocked at Hunter Level 53.,,
DS1_175,Timber Wolf,Basic,Minion,Free,Your other Beasts have +1_Attack.,Hunter,enUS,Aura,Neutral,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/DS1_175.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/DS1_175_premium.gif,1,Beast,1,Other beasts totally dig hanging out with timber wolves.,Malcolm Davis,Unlocked at Level 1.,Unlocked at Level 23.,,
DS1_184,Tracking,Basic,Spell,Free,Look at the top 3 cards of your deck. Draw one and discard the_others.,Hunter,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/DS1_184.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/DS1_184_premium.gif,,,1,For the person who just cannot decide what card to put into a deck!,Mauro Cascioli,Unlocked at Level 1.,Unlocked at Level 15.,,
CS2_065,Voidwalker,Basic,Minion,Free,<b>Taunt</b>,Warlock,enUS,Taunt,Neutral,3,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_065.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_065_premium.gif,1,Demon,1,"No relation to ""The Voidsteppers"", the popular Void-based dance troupe.",Alex Horley Orlandelli,Unlocked at Level 1.,Unlocked at Level 36.,,
EX1_011,Voodoo Doctor,Basic,Minion,Free,<b>Battlecry:</b> Restore 2_Health.,Neutral,enUS,Battlecry,Horde,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_011.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_011_premium.gif,2,,1,Voodoo is an oft-misunderstood art. But it <i>is</i> art.,Karl Richardson,,Unlocked at Rogue Level 55.,,
EX1_400,Whirlwind,Basic,Spell,Free,Deal $1 damage to ALL_minions.,Warrior,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_400.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_400_premium.gif,,,1,"The way to tell seasoned warriors from novice ones: the novices yell ""wheeeee"" while whirlwinding.",Jonboy Meyers,Unlocked at Level 6.,Unlocked at Level 32.,,
EX1_066,Acidic Swamp Ooze,Basic,Minion,Free,<b>Battlecry:</b> Destroy your opponent's weapon.,Neutral,enUS,Battlecry,Alliance,2,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_066.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_066_premium.gif,3,,2,Oozes love Flamenco.  Don't ask.,Chris Rahn,,Unlocked at Rogue Level 57.,,
CS2_025,Arcane Explosion,Basic,Spell,Free,Deal $1 damage to all enemy minions.,Mage,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_025.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_025_premium.gif,,,2,This spell is much better than Arcane Implosion.,Howard Lyon,Unlocked at Level 1.,Unlocked at Level 28.,,
CS2_172,Bloodfen Raptor,Basic,Minion,Free,,Neutral,enUS, ,Horde,2,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_172.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_172_premium.gif,3,Beast,2,"""Kill 30 raptors."" - Hemet Nesingwary",Dan Brereton,,Unlocked at Hunter Level 57.,,
CS2_173,Bluegill Warrior,Basic,Minion,Free,<b>Charge</b>,Neutral,enUS,Charge,Neutral,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_173.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_173_premium.gif,2,Murloc,2,He just wants a hug.   A sloppy... slimy... hug.,Jakub Kasper,,Unlocked at Paladin Level 53.,,
CS2_114,Cleave,Basic,Spell,Free,[x]Deal $2 damage to\ntwo random enemy\nminions.,Warrior,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_114.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_114_premium.gif,,,2,Hey you two…could you stand next to each other for a second…,Phroilan Gardner,Unlocked at Level 2.,Unlocked at Level 40.,,
CS2_236,Divine Spirit,Basic,Spell,Free,Double a minion's Health.,Priest,enUS, ,,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_236.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_236_premium.gif,,,2,Double the trouble. Double the fun!,Jim Pavelec,Unlocked at Level 2.,Unlocked at Level 28.,,
CS2_108,Execute,Basic,Spell,Free,Destroy a damaged enemy minion.,Warrior,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_108.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_108_premium.gif,,,2,"It's okay, he deserved it.",Dany Orizio,Unlocked at Level 1.,Unlocked at Level 47.,,
CS2_106,Fiery War Axe,Basic,Weapon,Free,,Warrior,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_106.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_106_premium.gif,3,,2,"During times of tranquility and harmony, this weapon was called by its less popular name, Chilly Peace Axe.",Lucas Graciano,Unlocked at Level 1.,Unlocked at Level 49.,2,
EX1_565,Flametongue Totem,Basic,Minion,Free,Adjacent minions have +2_Attack.,Shaman,enUS,AdjacentBuff    Aura,Neutral,3,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_565.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_565_premium.gif,0,Totem,2,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,Jonathan Ryder,Unlocked at Level 4.,Unlocked at Level 43.,,
CS2_024,Frostbolt,Basic,Spell,Free,Deal $3 damage to a_character and <b>Freeze</b> it.,Mage,enUS,Freeze,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_024.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_024_premium.gif,,,2,"It is customary to yell ""Chill out!"" or ""Freeze!"" or ""Ice ice, baby!"" when you play this card.",Steve Ellis,Unlocked at Level 2.,Unlocked at Level 40.,,
CS2_121,Frostwolf Grunt,Basic,Minion,Free,<b>Taunt</b>,Neutral,enUS,Taunt,Neutral,2,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_121.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_121_premium.gif,2,,2,Grunting is what his father did and his father before that.   It's more than just a job.,Richie Marella,,Unlocked at Shaman Level 57.,,
CS2_105,Heroic Strike,Basic,Spell,Free,Give your hero +4_Attack this turn.,Warrior,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_105.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_105_premium.gif,,,2,"Really, if you're a hero, this is <i>every</i> strike.",Jonboy Meyers,Unlocked at Level 1.,Unlocked at Level 15.,,
CS2_089,Holy Light,Basic,Spell,Free,Restore #6 Health.,Paladin,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_089.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_089_premium.gif,,,2,"If you are often bathed in Holy Light, you should consider wearing sunscreen.",Zoltan & Gabor,Unlocked at Level 1.,Unlocked at Level 15.,,
CS2_142,Kobold Geomancer,Basic,Minion,Free,<b>Spell Damage +1</b>,Neutral,enUS,Spell Damage,Horde,2,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_142.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_142_premium.gif,2,,2,"In the old days, Kobolds were the finest candle merchants in the land. Then they got pushed too far...",Gabor Szikszai,,Unlocked at Warlock Level 59.,,
CS2_009,Mark of the Wild,Basic,Spell,Free,Give a minion <b>Taunt</b> and +2/+2.<i>\n(+2 Attack/+2 Health)</i>,Druid,enUS,Taunt,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_009.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_009_premium.gif,,,2,Not to be confused with Jim of the Wild.,Brad Vancata,Unlocked at Level 1.,Unlocked at Level 28.,,
DS1_233,Mind Blast,Basic,Spell,Free,Deal $5 damage to the enemy hero.,Priest,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/DS1_233.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/DS1_233_premium.gif,,,2,This spell blasts you directly in the MIND.,Dave Allsop,Unlocked at Level 1.,Unlocked at Level 15.,,
EX1_506,Murloc Tidehunter,Basic,Minion,Free,<b>Battlecry:</b> Summon a 1/1_Murloc Scout.,Neutral,enUS,Battlecry,Neutral,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_506.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_506_premium.gif,2,Murloc,2,"""Death will rise, from the tides!""",Dan Scott,,Unlocked at Rogue Level 53.,,
EX1_015,Novice Engineer,Basic,Minion,Free,<b>Battlecry:</b> Draw a card.,Neutral,enUS,Battlecry,Alliance,1,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_015.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_015_premium.gif,1,,2,"""Half of this class will not graduate… since they'll have been turned to chickens."" - Tinkmaster Overspark, teaching Gizmos 101.",Karl Richardson,,Unlocked at Druid Level 59.,,
CS2_120,River Crocolisk,Basic,Minion,Free,,Neutral,enUS, ,,3,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_120.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_120_premium.gif,2,Beast,2,"Edward ""Lefty"" Smith tried to make luggage out of a river crocolisk once.",Daren Bader,,Unlocked at Druid Level 55.,,
CS2_045,Rockbiter Weapon,Basic,Spell,Free,Give a friendly character +3 Attack this turn.,Shaman,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_045.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_045_premium.gif,,,2,This would be real handy if your enemy is made of rock.,Alex Horley Orlandelli,Unlocked at Level 1.,Unlocked at Level 36.,,
EX1_581,Sap,Basic,Spell,Free,Return an enemy minion to your opponent's hand.,Rogue,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_581.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_581_premium.gif,,,2,Rogues love sappy movies.,Scott Altmann,Unlocked at Level 1.,Unlocked at Level 40.,,
CS2_234,Shadow Word: Pain,Basic,Spell,Free,Destroy a minion with 3_or less Attack.,Priest,enUS, ,,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_234.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_234_premium.gif,,,2,"A step up from a spell cast by many beginning acolytes: ""Shadow Word: Annoy"".",Raymond Swanland,Unlocked at Level 1.,Unlocked at Level 36.,,
EX1_278,Shiv,Basic,Spell,Free,Deal $1 damage.\nDraw a card.,Rogue,enUS, ,Neutral,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_278.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_278_premium.gif,,,2,Rogues are experts at SHIV-al-ry.,Alex Garner,Unlocked at Level 6.,Unlocked at Level 45.,,
EX1_306,Succubus,Basic,Minion,Free,<b>Battlecry:</b> Discard a random card.,Warlock,enUS,Battlecry,Neutral,3,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_306.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_306_premium.gif,4,Demon,2,Warlocks have it pretty good.,Matt Dixon,Unlocked at Level 1.,Unlocked at Level 40.,,
